query_locus,query_i_num,target_loci,count_target_loci
L501,I27460,L501,1
L501,I24010,L500,1
L501,I23239,"L500,L501",2
L501,I26423,L500,1
L501,I23986,L501,1
L501,I8165,"L500,L501",2
L501,I21680,L501,1
L501,I24027,"L500,L501",2
L501,I21953,L500,1
L501,I12647,L500,1
L501,I23233,L500,1
L501,I24057,L501,1
L501,I28989,L501,1
L501,I27399,"L501,L502",2
L501,I21687,L501,1
L501,I27420,L501,1
L501,I21935,L500,1
L501,I23214,L500,1
L501,I21957,"L500,L501",2
L501,I8160,L500,1
L501,I8158,L500,1
L501,I27458,L500,1
L501,I27425,L502,1
L501,I24051,L500,1
L501,I27428,L502,1
L501,I23226,L500,1
L501,I28994,"L500,L502",2
L501,I24037,L501,1
L501,I27453,L500,1
L501,I29038,"L500,L501,L502",3
L501,I24040,"L501,L502",2
L501,I24031,"L500,L501",2
L501,I26408,L500,1
L501,I24015,L500,1
L501,I24050,"L500,L501,L502",3
L501,I23231,L500,1
L501,I27417,L500,1
L501,I27451,L500,1
L501,I24012,L500,1
L501,I26402,L501,1
L501,I24023,"L500,L502",2
L501,I23981,L502,1
L501,I27408,L500,1
L501,I26464,L500,1
L501,I24003,L501,1
L501,I27452,L500,1
L501,I29011,"L500,L501",2
L501,I23216,"L500,L501",2
L501,I28991,L500,1
L501,I24053,L501,1
L501,I28973,L500,1
L501,I23984,"L500,L502",2
L501,I26411,L500,1
L501,I21723,L501,1
L501,I26445,L501,1
L501,I27418,L500,1
L501,I24005,L500,1
L501,I12632,L500,1
L501,I16360,L500,1
L501,I12630,L500,1
L501,I23240,L501,1
L501,I27434,L502,1
L501,I26397,"L501,L502",2
L501,I21932,L502,1
L501,I29055,L500,1
L501,I26434,L501,1
L501,I26380,L502,1
L501,I29000,L500,1
L501,I28980,"L500,L501",2
L501,I27405,"L501,L502",2
L501,I26468,L501,1
L501,I23215,L500,1
L501,I23220,L500,1
L501,I29052,L501,1
L501,I27435,"L500,L501",2
L501,I16352,L500,1
L501,I8169,L500,1
L501,I26395,L500,1
L501,I26420,L501,1
L501,I21670,L500,1
L501,I21679,L501,1
L501,I21924,L500,1
L501,I8171,L502,1
L501,I21916,"L500,L502",2
L501,I9733,"L500,L501",2
L501,I28963,L500,1
L501,I21929,L501,1
L501,I24045,L500,1
L501,I27422,"L500,L501",2
L501,I27457,L500,1
L501,I27427,L500,1
L418,I23977,L417,1
L418,I26443,L418,1
L418,I29009,L418,1
L418,I26419,L418,1
L418,I26411,L418,1
L418,I29016,"L326,L447",2
L418,I21631,L417,1
L137,I23990,"L136,L137",2
L404,I23990,L404,1
L404,I21654,L404,1
L404,I23986,L404,1
L404,I23970,L500,1
L404,I23979,L404,1
L404,I23983,L404,1
L404,I21723,L404,1
L404,I26379,L404,1
L404,I27459,L403,1
L535,I23990,L535,1
L535,I24052,L535,1
L535,I8131,L535,1
L535,I23218,L535,1
L535,I21678,L535,1
L535,I21662,L535,1
L535,I23981,L535,1
L535,I21664,L535,1
L535,I29037,L535,1
L772,I23990,L772,1
L772,I23979,L772,1
L772,I29038,L772,1
L772,I24025,L772,1
L772,I24023,L772,1
L772,I23981,L774,1
L772,I21916,L774,1
L1029,I23990,"L1028,L1029",2
L1029,I29026,L1029,1
L1029,I16357,L1029,1
L169,I23990,"L168,L169",2
L169,I29009,"L168,L169,L170",3
L169,I29031,L168,1
L169,I29016,L169,1
L30,I23990,"L30,L31",2
L30,I27436,"L30,L31",2
L30,I28964,L31,1
L401,I23990,"L401,L403",2
L401,I21641,"L401,L402,L403",3
L401,I24025,L401,1
L401,I24023,L401,1
L401,I21631,L401,1
L576,I23990,"L576,L577",2
L576,I26456,L576,1
L576,I28989,L576,1
L576,I21638,"L576,L577",2
L576,I24048,"L576,L577",2
L576,I21678,"L576,L577",2
L576,I23225,L577,1
L576,I27403,L576,1
L576,I26408,L576,1
L576,I24023,L576,1
L576,I29006,"L576,L577",2
L576,I29052,L576,1
L576,I21721,L576,1
L590,I23990,"L589,L590,L591",3
L590,I27384,L590,1
L590,I26440,"L589,L590",2
L590,I23983,"L589,L590",2
L590,I26374,"L589,L590,L591",3
L590,I27428,"L590,L591",2
L590,I23988,L590,1
L590,I26387,L590,1
L590,I27408,L590,1
L590,I24007,L590,1
L590,I21932,L590,1
L590,I26424,L590,1
L590,I27368,L590,1
L590,I24008,"L589,L590,L591",3
L624,I23990,"L623,L624",2
L624,I21665,L623,1
L624,I26443,"L622,L623,L624",3
L624,I26414,"L622,L623,L624",3
L624,I26423,"L623,L624",2
L624,I24027,"L623,L624",2
L624,I29038,"L623,L624",2
L624,I27389,"L623,L624",2
L624,I29029,"L623,L624",2
L624,I21664,"L623,L624",2
L68,I23990,"L67,L68",2
L68,I29013,L68,1
L68,I8172,"L67,L68",2
L68,I12623,"L67,L68",2
L68,I26381,"L67,L68",2
L68,I27408,L68,1
L68,I26468,L68,1
L68,I16352,L67,1
L738,I23990,"L737,L738,L739",3
L738,I27419,"L738,L739",2
L738,I23249,L739,1
L901,I23990,"L900,L901",2
L901,I21913,L20,1
L901,I16352,L900,1
L993,I23990,"L993,L994",2
L993,I23979,L993,1
L993,I23983,L993,1
L993,I21678,"L992,L993,L994",3
L993,I29038,"L993,L994",2
L993,I27419,"L993,L994",2
L993,I27441,L992,1
L1024,I23990,L1024,1
L1024,I29025,L38,1
L1024,I23238,L1023,1
L1024,I21913,L1024,1
L141,I23990,L141,1
L141,I27428,L141,1
L141,I27436,L141,1
L141,I27404,L141,1
L267,I23990,L267,1
L267,I26423,L267,1
L267,I23983,L267,1
L267,I23982,L267,1
L522,I23990,L522,1
L57,I23990,L57,1
L57,I21923,L56,1
L57,I12626,"L56,L57",2
L57,I26456,"L56,L57",2
L57,I29013,L56,1
L57,I21681,"L56,L57",2
L57,I26404,"L56,L57",2
L57,I29029,"L56,L57",2
L57,I26464,L56,1
L57,I24033,L57,1
L57,I21925,L57,1
L641,I23990,L641,1
L641,I23969,L641,1
L641,I27405,L641,1
L715,I23990,L715,1
L715,I26456,L715,1
L715,I27419,L715,1
L715,I24053,L715,1
L482,I23990,L482,1
L482,I21923,L482,1
L482,I26456,L482,1
L482,I21654,L482,1
L482,I28989,L482,1
L482,I27411,L482,1
L482,I24051,L482,1
L482,I29053,L482,1
L482,I23226,L482,1
L482,I23994,"L36,L477",2
L482,I28994,L482,1
L482,I23980,L482,1
L482,I24015,L482,1
L482,I23988,L482,1
L482,I24050,L482,1
L482,I29033,L482,1
L482,I26464,L482,1
L482,I28973,L482,1
L482,I23965,L482,1
L482,I23982,L482,1
L482,I28964,L482,1
L722,I23990,L722,1
L722,I23988,L722,1
L722,I24050,L722,1
L722,I26384,"L721,L722",2
L504,I29028,"L503,L504",2
L504,I21665,L503,1
L504,I27440,L503,1
L504,I23224,L504,1
L504,I8135,L503,1
L504,I23998,"L503,L504",2
L504,I26432,"L503,L504",2
L504,I21672,L503,1
L504,I26400,L504,1
L504,I27460,"L503,L504",2
L504,I27442,L503,1
L504,I8165,L503,1
L504,I27369,L503,1
L504,I8130,L503,1
L504,I24020,L504,1
L504,I28989,"L503,L504",2
L504,I21947,L503,1
L504,I27420,L503,1
L504,I27376,L503,1
L504,I27449,L503,1
L504,I8131,"L503,L504",2
L504,I21957,"L503,L504",2
L504,I26463,"L503,L504",2
L504,I23222,L504,1
L504,I21638,"L503,L504",2
L504,I21913,L504,1
L504,I24031,"L503,L504",2
L504,I27419,"L503,L504",2
L504,I23985,L503,1
L504,I21945,L504,1
L504,I26402,"L503,L504",2
L504,I26458,L503,1
L504,I23216,L504,1
L504,I24033,"L503,L504",2
L504,I21664,L503,1
L504,I26397,L503,1
L504,I26413,L503,1
L504,I28964,L503,1
L504,I27459,L503,1
L504,I24045,L503,1
L504,I27422,"L503,L504",2
L807,I29028,L807,1
L807,I24023,L807,1
L858,I29028,L858,1
L858,I27396,"L857,L858",2
L858,I27426,L857,1
L858,I23983,"L857,L858",2
L858,I23994,L857,1
L858,I29038,L857,1
L858,I24050,L858,1
L858,I27443,"L857,L858",2
L858,I27409,L857,1
L858,I26434,L858,1
L858,I21631,L858,1
L858,I23982,L858,1
L858,I29037,L857,1
L728,I21665,L729,1
L728,I21923,"L727,L728",2
L926,I21665,L925,1
L926,I29034,L926,1
L926,I26432,L925,1
L926,I26456,L925,1
L926,I21672,"L925,L926",2
L926,I27445,L925,1
L926,I23986,L926,1
L926,I8165,"L925,L926",2
L926,I24054,L925,1
L926,I21953,L926,1
L926,I24020,"L925,L926",2
L926,I21918,L925,1
L926,I27399,L925,1
L926,I27420,L926,1
L926,I23995,L926,1
L926,I21957,L925,1
L926,I26437,L925,1
L926,I29053,L926,1
L926,I21959,"L925,L926",2
L926,I23226,L925,1
L926,I23250,L925,1
L926,I27453,"L925,L926",2
L926,I26408,L926,1
L926,I27389,"L925,L926",2
L926,I27451,L925,1
L926,I24012,L925,1
L926,I23249,L925,1
L926,I27409,"L925,L926",2
L926,I24023,L925,1
L926,I27452,L925,1
L926,I23217,"L925,L926",2
L926,I28973,L925,1
L926,I26379,L925,1
L926,I24007,L925,1
L926,I24005,L925,1
L926,I23210,L925,1
L926,I27438,L926,1
L926,I27435,L925,1
L926,I27444,L926,1
L926,I23251,"L925,L926",2
L926,I27406,L925,1
L926,I26459,L926,1
L926,I21924,L925,1
L926,I21916,L925,1
L926,I28963,"L925,L926",2
L926,I21695,L926,1
L926,I27427,L925,1
L920,I21665,L920,1
L920,I27396,L920,1
L920,I21915,L920,1
L920,I26400,L920,1
L920,I24010,L920,1
L920,I27442,L920,1
L920,I24030,L920,1
L920,I23227,L920,1
L920,I23253,L920,1
L920,I26392,L920,1
L920,I8172,L920,1
L920,I23995,L920,1
L920,I26437,L920,1
L920,I27425,L920,1
L920,I29053,L920,1
L920,I24037,L920,1
L920,I24040,L920,1
L920,I23980,L920,1
L920,I24025,L920,1
L920,I23249,L920,1
L920,I24023,L920,1
L920,I26458,L920,1
L920,I23981,L920,1
L920,I27408,L920,1
L920,I21939,L920,1
L920,I23217,L920,1
L920,I23216,L920,1
L920,I8168,L920,1
L920,I26411,L920,1
L920,I24033,L920,1
L920,I24005,L920,1
L920,I27434,L920,1
L920,I21925,L920,1
L920,I26380,L920,1
L920,I26468,L920,1
L920,I23982,L920,1
L920,I27435,L920,1
L920,I27444,L920,1
L920,I21721,L920,1
L920,I27422,L920,1
L27,I21665,L26,1
L27,I16360,L26,1
L359,I21665,L359,1
L359,I26466,L359,1
L359,I29025,L359,1
L359,I23999,L362,1
L359,I21689,"L359,L362",2
L359,I26456,L359,1
L359,I27439,L359,1
L359,I21672,L359,1
L359,I24010,L359,1
L359,I27446,L359,1
L359,I27442,L359,1
L359,I24030,L359,1
L359,I23227,L362,1
L359,I8165,"L359,L362",2
L359,I24027,L362,1
L359,I12647,L362,1
L359,I21681,L362,1
L359,I21694,"L359,L362",2
L359,I21952,L359,1
L359,I21918,"L359,L362",2
L359,I21641,L362,1
L359,I28989,L359,1
L359,I23230,L359,1
L359,I23995,L359,1
L359,I24028,"L359,L362",2
L359,I23222,L362,1
L359,I24048,L362,1
L359,I29053,L362,1
L359,I23252,L362,1
L359,I24037,L359,1
L359,I27453,L362,1
L359,I24040,L362,1
L359,I21917,L359,1
L359,I21662,L359,1
L359,I27417,L359,1
L359,I29033,L359,1
L359,I24023,L359,1
L359,I26458,L359,1
L359,I27452,L362,1
L359,I23217,L359,1
L359,I23216,L359,1
L359,I26411,L359,1
L359,I24033,L359,1
L359,I21664,L362,1
L359,I24005,L359,1
L359,I23210,L359,1
L359,I24036,L359,1
L359,I21925,L359,1
L359,I23220,L362,1
L359,I29052,L362,1
L359,I12648,L362,1
L359,I27455,L359,1
L359,I27444,L359,1
L359,I23963,L362,1
L359,I24011,L359,1
L359,I27404,L362,1
L359,I27427,L362,1
L526,I21665,L526,1
L526,I16362,L527,1
L526,I24018,L527,1
L526,I12629,L527,1
L526,I16359,L527,1
L526,I28963,L526,1
L368,I29034,L368,1
L368,I26390,"L367,L368,L369",3
L368,I21952,L368,1
L368,I29026,"L367,L368,L369",3
L368,I21687,L368,1
L368,I21656,L368,1
L368,I21638,L368,1
L368,I26387,L368,1
L368,I21920,L368,1
L368,I26453,L368,1
L368,I26384,L368,1
L368,I21932,L368,1
L368,I29037,L369,1
L368,I21695,L368,1
L330,I29034,L330,1
L330,I27439,L330,1
L330,I29032,"L329,L330",2
L330,I24027,L330,1
L330,I27431,"L329,L330",2
L330,I23984,"L329,L330",2
L596,I29034,L596,1
L596,I29031,"L596,L597",2
L596,I27449,L596,1
L596,I27403,L597,1
L596,I26408,L597,1
L596,I27452,L596,1
L596,I29016,L596,1
L979,I29034,L980,1
L979,I26400,L979,1
L979,I21947,"L978,L979,L980",3
L979,I26463,L980,1
L979,I23981,"L979,L980",2
L979,I26418,"L978,L979,L980",3
L979,I23984,"L979,L980",2
L165,I29034,L164,1
L165,I23981,L164,1
L236,I29034,L235,1
L236,I23966,"L235,L236",2
L236,I21694,L235,1
L236,I21959,"L235,L236",2
L236,I24040,L236,1
L236,I23980,L236,1
L236,I23985,L236,1
L236,I23982,L236,1
L236,I12648,L235,1
L236,I23963,L236,1
L236,I28963,L236,1
L388,I29034,L389,1
L388,I21923,L389,1
L388,I12626,L388,1
L388,I27395,L389,1
L388,I24020,"L388,L389",2
L388,I21935,L389,1
L388,I21688,L388,1
L388,I8160,L389,1
L388,I26374,L388,1
L388,I21959,L388,1
L388,I23218,L389,1
L388,I24040,L389,1
L388,I16357,L388,1
L388,I23212,"L388,L389",2
L388,I24025,L389,1
L388,I24015,L389,1
L388,I26387,L388,1
L388,I24012,L389,1
L388,I29029,"L388,L389",2
L388,I24023,L389,1
L388,I26458,L389,1
L388,I8168,"L388,L389",2
L388,I21946,L388,1
L388,I21925,"L388,L389",2
L388,I21631,L388,1
L388,I12648,L388,1
L388,I27406,L389,1
L388,I21697,L388,1
L388,I21924,L389,1
L388,I8171,"L388,L389",2
L388,I23223,L388,1
L523,I29034,"L523,L524",2
L523,I23967,"L523,L524",2
L523,I12626,"L523,L524",2
L523,I27420,"L523,L524",2
L523,I21919,L524,1
L523,I28994,L524,1
L523,I27452,L523,1
L523,I21664,L523,1
L523,I21924,L523,1
L523,I21916,L523,1
L523,I9733,L524,1
L82,I29034,L83,1
L82,I21918,L82,1
L82,I24050,L82,1
L82,I21956,L82,1
L908,I29034,L907,1
L908,I28994,L907,1
L931,I29034,L932,1
L931,I23218,L931,1
L931,I21678,L931,1
L931,I27405,L931,1
L116,I29034,L116,1
L116,I21923,L115,1
L116,I26390,"L115,L116,L117",3
L116,I23983,"L115,L116",2
L116,I23980,L116,1
L116,I23982,L116,1
L221,I29034,L221,1
L221,I28984,L221,1
L221,I29013,L221,1
L221,I21947,L179,1
L221,I26463,L221,1
L221,I12629,L221,1
L221,I28997,L221,1
L221,I27436,L221,1
L221,I28992,L221,1
L224,I29034,L224,1
L224,I12626,"L224,L225",2
L224,I23252,L225,1
L397,I29034,L397,1
L397,I27440,L397,1
L397,I24010,L397,1
L397,I24030,L397,1
L397,I24020,L397,1
L397,I28989,L397,1
L397,I23230,L397,1
L397,I21957,L397,1
L397,I21959,L397,1
L397,I28994,L397,1
L397,I24040,L397,1
L397,I24012,L397,1
L397,I26402,L397,1
L397,I24033,L397,1
L397,I26379,L397,1
L397,I24005,L397,1
L397,I23210,L397,1
L397,I21925,L397,1
L397,I29047,L397,1
L397,I24055,L397,1
L423,I29034,"L423,L424",2
L423,I29032,L424,1
L423,I23214,"L423,L424",2
L423,I12651,L423,1
L423,I29053,"L422,L423",2
L423,I28994,L424,1
L423,I21712,L424,1
L423,I24015,L424,1
L423,I29033,L424,1
L423,I23215,L424,1
L423,I21924,L424,1
L423,I21916,L424,1
L479,I29034,L479,1
L479,I26456,L479,1
L479,I29031,L478,1
L479,I23226,L479,1
L479,I28994,L479,1
L479,I24050,L478,1
L479,I26464,"L478,L479",2
L479,I27452,"L478,L479",2
L479,I28973,L479,1
L479,I27418,"L478,L479",2
L479,I28990,L478,1
L479,I27455,L479,1
L479,I27406,L479,1
L479,I28964,"L478,L479",2
L479,I27422,L479,1
L608,I29034,L608,1
L608,I26390,"L608,L609",2
L608,I26387,L608,1
L608,I23981,"L608,L609",2
L616,I29034,L616,1
L616,I21923,"L616,L617",2
L616,I26456,"L616,L617",2
L616,I26423,"L616,L617",2
L616,I21694,"L616,L617",2
L616,I21959,L616,1
L616,I28994,L616,1
L616,I24050,L616,1
L616,I21662,L617,1
L616,I21934,"L616,L617",2
L616,I26464,L616,1
L618,I29034,L618,1
L618,I26466,L618,1
L618,I27440,L618,1
L618,I26376,L618,1
L618,I26440,L618,1
L618,I26456,L618,1
L618,I28989,"L617,L618",2
L618,I27458,L618,1
L618,I24051,L618,1
L618,I28994,L618,1
L618,I27453,"L617,L618",2
L618,I24018,L618,1
L618,I23231,L618,1
L618,I24012,L617,1
L618,I21934,L618,1
L618,I24023,"L617,L618",2
L618,I26464,L618,1
L618,I27452,L618,1
L618,I8168,"L617,L618",2
L618,I24033,"L617,L618",2
L618,I27418,L618,1
L618,I28990,L618,1
L618,I21925,L617,1
L618,I26468,L618,1
L618,I23215,"L617,L618",2
L618,I27455,L618,1
L618,I21697,"L617,L618",2
L618,I24045,L618,1
L109,I29034,L109,1
L225,I29034,L224,1
L225,I28984,L225,1
L225,I28992,L225,1
L363,I29034,L364,1
L363,I21689,L363,1
L363,I12626,"L363,L364",2
L363,I23966,"L363,L364",2
L363,I21654,L363,1
L363,I28993,L363,1
L363,I29032,L363,1
L363,I29013,L363,1
L363,I27442,L363,1
L363,I24030,L363,1
L363,I24054,L363,1
L363,I24020,L363,1
L363,I21952,L364,1
L363,I28989,L364,1
L363,I21687,L363,1
L363,I29056,L363,1
L363,I23222,L363,1
L363,I21638,L363,1
L363,I24048,L363,1
L363,I21959,"L363,L364",2
L363,I23218,L363,1
L363,I21678,L363,1
L363,I21919,"L363,L364",2
L363,I24018,L363,1
L363,I23231,L363,1
L363,I29033,L364,1
L363,I27409,L363,1
L363,I27450,L363,1
L363,I21939,L363,1
L363,I27452,L363,1
L363,I21946,L363,1
L363,I21664,"L363,L364",2
L363,I26389,L363,1
L363,I28971,L363,1
L363,I23965,"L363,L364",2
L363,I21925,L363,1
L363,I29055,L364,1
L363,I29052,L363,1
L363,I27444,L363,1
L363,I21938,L363,1
L363,I23963,"L363,L364",2
L363,I21697,L363,1
L363,I9733,L363,1
L363,I21695,L363,1
L549,I29034,"L549,L550",2
L549,I26456,L549,1
L549,I8172,"L549,L550",2
L549,I27428,L550,1
L549,I8140,"L549,L550",2
L549,I21631,L549,1
L549,I16352,"L549,L550",2
L1006,I29034,L1006,1
L1006,I27440,L1006,1
L1006,I21915,L1006,1
L1006,I8165,L1006,1
L1006,I24020,L1006,1
L1006,I21935,L1006,1
L1006,I23226,L1006,1
L1006,I23252,L1006,1
L1006,I28994,L1006,1
L1006,I24040,L1006,1
L1006,I24015,L1006,1
L1006,I29033,L1006,1
L1006,I27452,L1006,1
L1006,I28991,L1006,1
L1006,I8168,L1006,1
L1006,I24033,L1006,1
L1006,I26379,L1006,1
L1006,I27405,L1006,1
L1006,I23220,L1006,1
L1006,I29052,L1006,1
L1006,I24055,L1006,1
L1006,I8171,L1006,1
L1006,I23223,L1006,1
L1006,I27457,L1006,1
L432,I29034,L430,1
L432,I21689,L432,1
L432,I26440,"L430,L431",2
L432,I27446,L432,1
L432,I29013,L432,1
L432,I26412,"L430,L432",2
L432,I21918,L432,1
L432,I28989,L432,1
L432,I23230,L432,1
L432,I27420,L432,1
L432,I8172,L432,1
L432,I23208,L431,1
L432,I23226,L432,1
L432,I27453,L432,1
L432,I24040,L432,1
L432,I21926,L432,1
L432,I27419,L432,1
L432,I24050,L432,1
L432,I23249,"L430,L432",2
L432,I29033,L432,1
L432,I24009,"L430,L432",2
L432,I27450,L430,1
L432,I26464,"L430,L431,L432",3
L432,I28997,"L430,L431",2
L432,I21956,L432,1
L432,I21723,L432,1
L432,I24005,L432,1
L432,I29055,"L430,L432",2
L432,I23220,"L430,L431",2
L432,I27441,L430,1
L432,I26420,L432,1
L432,I29047,L432,1
L432,I27437,L432,1
L432,I24011,L432,1
L505,I26443,L506,1
L505,I24043,L506,1
L505,I29018,L505,1
L505,I27396,L505,1
L505,I21688,L506,1
L505,I26419,L505,1
L505,I27428,L506,1
L505,I29029,"L505,L506",2
L505,I26458,L506,1
L505,I23984,"L505,L506",2
L505,I21932,L506,1
L505,I29006,"L505,L506",2
L505,I29052,L505,1
L505,I23982,L505,1
L505,I27438,L505,1
L514,I26443,"L513,L514,L515",3
L514,I28989,L514,1
L514,I26419,L514,1
L514,I28997,"L514,L515",2
L514,I26418,"L513,L514,L515",3
L973,I27401,"L973,L974",2
L973,I27440,L973,1
L973,I26456,"L973,L974",2
L973,I27442,"L973,L974",2
L973,I21712,L974,1
L973,I26458,"L973,L974",2
L1043,I27401,L1043,1
L1043,I27398,L1043,1
L1043,I21953,"L324,L325",2
L1043,I21919,L1043,1
L1043,I23232,L1042,1
L1043,I16359,L1042,1
L394,I27401,"L338,L672",2
L394,I23230,L394,1
L394,I21638,L394,1
L394,I21662,L394,1
L394,I23217,L394,1
L394,I28991,L394,1
L394,I27418,L394,1
L394,I23978,L511,1
L394,I23215,L394,1
L394,I12648,L394,1
L394,I26413,L394,1
L394,I28964,L394,1
L358,I27401,L358,1
L358,I28997,L358,1
L358,I29006,L358,1
L358,I27405,"L358,L477,L71",3
L358,I29052,L358,1
L77,I27401,"L76,L77",2
L77,I23233,L76,1
L77,I23226,L76,1
L77,I27409,L77,1
L36,I27401,L36,1
L36,I27384,"L35,L36",2
L36,I9733,L35,1
L18,I27401,L19,1
L18,I23212,"L18,L19",2
L18,I27452,L19,1
L18,I28973,L19,1
L18,I21723,L18,1
L18,I24007,L19,1
L18,I28963,L18,1
L270,I27401,L269,1
L270,I21923,L270,1
L270,I12626,L269,1
L270,I26440,L269,1
L270,I27398,L270,1
L270,I8172,"L269,L270",2
L270,I27428,"L269,L270",2
L270,I23231,L270,1
L270,I27443,L269,1
L270,I21723,L270,1
L270,I21932,L270,1
L270,I16352,L270,1
L270,I16359,L269,1
L270,I21924,L270,1
L270,I28964,L269,1
L353,I27401,L351,1
L353,I23966,"L352,L353,L354",3
L353,I23965,"L352,L353,L354",3
L353,I27368,L352,1
L353,I23963,L353,1
L415,I27401,L414,1
L415,I26456,"L414,L415",2
L415,I29031,L415,1
L415,I24018,L414,1
L415,I23980,L414,1
L415,I26408,L415,1
L415,I26453,L415,1
L415,I23965,L415,1
L415,I23982,L414,1
L415,I23963,L415,1
L657,I27401,L658,1
L657,I24048,L658,1
L657,I23980,L657,1
L657,I23982,L657,1
L93,I27401,L91,1
L93,I27414,L93,1
L461,I27401,L461,1
L461,I21688,L461,1
L461,I12629,L461,1
L461,I26427,L461,1
L461,I16359,"L461,L462",2
L555,I27401,L555,1
L555,I28968,L94,1
L555,I26427,L555,1
L555,I26384,L555,1
L555,I23965,L555,1
L555,I23963,L555,1
L558,I27401,L558,1
L558,I21694,L559,1
L558,I27428,L558,1
L558,I26427,L558,1
L558,I26411,L558,1
L558,I21664,L558,1
L558,I21932,L558,1
L558,I16352,L558,1
L558,I21679,L558,1
L873,I27401,L873,1
L873,I27369,L872,1
L873,I26427,L873,1
L925,I27401,L925,1
L925,I27440,L925,1
L925,I27396,L925,1
L925,I26432,L925,1
L925,I26440,"L925,L926",2
L925,I26456,L925,1
L925,I21687,L926,1
L925,I27414,L925,1
L925,I21959,L926,1
L925,I24015,L925,1
L925,I26411,L925,1
L925,I27397,L926,1
L925,I27406,L925,1
L925,I24045,L925,1
L196,I27401,"L195,L196",2
L196,I27368,L196,1
L870,I27401,"L869,L870",2
L870,I21923,"L869,L870",2
L870,I27384,"L869,L870",2
L870,I26456,L871,1
L870,I23231,L870,1
L870,I27368,L870,1
L870,I21924,L870,1
L211,I27401,"L211,L212",2
L211,I27442,L211,1
L211,I29031,"L211,L212",2
L211,I21947,"L210,L211,L212",3
L211,I23218,L211,1
L211,I23980,L211,1
L211,I27403,L212,1
L211,I23985,"L211,L212",2
L211,I26458,L211,1
L211,I29047,L212,1
L211,I26459,"L211,L212",2
L148,I26466,L148,1
L148,I26432,L148,1
L148,I24028,L148,1
L392,I26466,L392,1
L392,I21689,L392,1
L392,I21640,L392,1
L392,I21672,L392,1
L392,I23239,L392,1
L392,I24030,L392,1
L392,I23969,L392,1
L392,I27399,L392,1
L392,I27420,L392,1
L392,I27376,L392,1
L392,I26437,L392,1
L392,I27453,L392,1
L392,I21705,L392,1
L392,I27389,L392,1
L392,I27451,L392,1
L392,I23981,L392,1
L392,I21939,L392,1
L392,I27452,L392,1
L392,I26411,L392,1
L392,I24007,L392,1
L392,I24005,L392,1
L392,I21925,L392,1
L392,I23251,L392,1
L392,I23241,L392,1
L392,I27429,L392,1
L399,I26466,"L399,L400",2
L399,I27440,L400,1
L399,I24030,L400,1
L399,I23230,L400,1
L399,I21687,"L399,L400",2
L399,I23214,"L399,L400",2
L399,I26419,"L399,L400",2
L399,I27428,L400,1
L399,I23250,L400,1
L399,I23231,L400,1
L399,I8140,L400,1
L399,I21939,L399,1
L399,I28991,L399,1
L399,I21723,L400,1
L399,I21932,L400,1
L399,I21631,L399,1
L399,I23982,"L399,L400",2
L399,I21679,L400,1
L47,I26466,L48,1
L47,I21689,L47,1
L47,I27439,L48,1
L47,I21672,L47,1
L47,I21915,L47,1
L47,I8165,L47,1
L47,I21922,"L47,L48",2
L47,I27421,"L47,L48",2
L47,I8131,L46,1
L47,I23995,L47,1
L47,I24028,L47,1
L47,I23222,L47,1
L47,I21638,L47,1
L47,I29048,L48,1
L47,I23226,L48,1
L47,I21919,"L47,L48",2
L47,I27453,L48,1
L47,I23980,L47,1
L47,I23231,L48,1
L47,I21662,L47,1
L47,I24009,L47,1
L47,I23217,L47,1
L47,I28973,L48,1
L47,I21664,L48,1
L47,I27418,L48,1
L47,I24005,L47,1
L47,I23210,L48,1
L47,I12630,L48,1
L47,I21925,L48,1
L47,I23232,L47,1
L47,I27444,L47,1
L47,I16352,"L46,L47,L48",3
L47,I23251,L47,1
L47,I27397,"L46,L48",2
L47,I16359,L48,1
L47,I26459,L47,1
L47,I28979,L46,1
L47,I21929,L47,1
L47,I27457,L48,1
L339,I26466,L338,1
L339,I23999,"L338,L339",2
L339,I26456,"L338,L339",2
L339,I21915,L338,1
L339,I28970,L338,1
L339,I24010,L339,1
L339,I23227,L338,1
L339,I21680,L338,1
L339,I24020,L338,1
L339,I26392,L339,1
L339,I23995,L339,1
L339,I23983,L339,1
L339,I24051,"L338,L339",2
L339,I21959,L338,1
L339,I27428,L339,1
L339,I23226,L339,1
L339,I28994,"L338,L339",2
L339,I24040,L338,1
L339,I26408,L339,1
L339,I24015,L338,1
L339,I24023,"L338,L339",2
L339,I27408,L339,1
L339,I26389,"L338,L339",2
L339,I26379,"L338,L339",2
L339,I27436,"L338,L339",2
L339,I23240,"L338,L339",2
L339,I26468,"L338,L339",2
L339,I23982,L339,1
L339,I21697,L338,1
L339,I27459,"L338,L339",2
L338,I26466,L338,1
L338,I21923,L339,1
L338,I12646,L338,1
L338,I12626,L338,1
L338,I26456,L339,1
L338,I27439,L339,1
L338,I29009,L338,1
L338,I26433,L268,1
L338,I27442,L338,1
L338,I23227,L338,1
L338,I21680,L338,1
L338,I24020,L338,1
L338,I27426,L338,1
L338,I8172,L338,1
L338,I23214,L338,1
L338,I21928,L338,1
L338,I8160,L339,1
L338,I26437,L338,1
L338,I24051,L338,1
L338,I12651,L339,1
L338,I23218,L338,1
L338,I24040,L338,1
L338,I24031,L338,1
L338,I26408,L339,1
L338,I29029,L339,1
