exclude,exclude_query,query_genus,query_family,query_subfamily,exclude_target,target_genus,target_family,target_subfamily,i_query,i_target,c_contaminated_score,composite_score,query_qubit,target_qubit,concentration_difference,concentration_ratio,plate_query,plate_target,query_plate_x,query_plate_y,target_plate_x,target_plate_y,qt_plate_distance,overlap_type,s_locus_overlap,s_same_locus,s_proportional_length,s_taxon_difference,s_plate_similarity,x_concentration_difference,s_concentration_ratio,s_proportional_difference,s_column_identity,cs_exact_match_different_locus,query_locus,target_locus,percent_similarity,length_of_match,query_length,target_length,unmatched_basepairs,gap_open,qstart,qend,tstart,tend,evalue,ucd_genus_query_id,ucd_genus_target_id,target_seq,query_seq
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,D,1,1,1,0,0,1,1,0,0,1,L188,L188,98.23,1072,1071,1405,18,1,1,1071,212,1283,0.0,456737,456215,L188_MERG00314_0101_SUPERCONTIG,L188_MERG00310_0101_SUPERCONTIG
2,1,Sirovena,Pteromalidae,Pireninae,1,Polistomorpha,Leucospidae,,I29047,I29055,3,7,5.38,8.18,-2.8,0.658,6,6,7,2,7,10,14.0,D,1,1,1,1,1,0,0,1,1,1,L188,L188,100.00,581,581,1051,0,0,1,581,145,725,0.0,458193,457646,L188_MERG00329_0101_SUPERCONTIG,L188_MERG00178_0101_SUPERCONTIG
0,0,Colocharis,Eucharitidae,Eucharitinae,0,Kapala,Eucharitidae,Eucharitinae,I12647,I12623,0,2,,,,,,,3,5,1,5,,G,1,1,0,0,0,0,0,0,0,1,L189,L189,97.49,279,312,556,7,0,1,279,5,283,1.00E-136,457012,456824,L189_MERG00097_0101_SUPERCONTIG,L189_MERG00099_0101_SUPERCONTIG
0,0,Kapala,Eucharitidae,Eucharitinae,0,Colocharis,Eucharitidae,Eucharitinae,I12623,I12647,0,2,,,,,,,1,5,3,5,,A,1,1,0,0,0,0,0,0,0,1,L189,L189,97.49,279,556,312,7,0,5,283,1,279,2.00E-136,456824,457012,L189_MERG00099_0101_SUPERCONTIG,L189_MERG00097_0101_SUPERCONTIG
0,0,Aiolomorphus,Eurytomidae,Eurytominae,0,Tetramesa,Eurytomidae,Eurytominae,I21923,I21916,1,4,3.0,0.672,2.328,0.224,1,1,0,11,0,4,0.0,G,1,1,0,0,1,0,0,0,1,1,L189,L189,95.72,724,771,942,29,1,1,724,220,941,0.0,456209,456675,L189_MERG00161_0101_SUPERCONTIG,L189_MERG00169_0101_SUPERCONTIG
0,0,Zeala,Pteromalidae,Colotrechninae,0,Omphalodipara,Pteromalidae,Colotrechninae,I27457,I28973,1,4,3.92,.196,3.724,0.05,5,6,7,9,1,0,,G,1,1,1,0,0,1,1,0,0,1,L189,L189,95.78,735,738,1518,29,2,4,738,362,1094,0.0,458386,457369,L189_MERG00269_0101_SUPERCONTIG,L189_MERG00268_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,1,4,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,C,1,1,1,0,0,1,1,0,0,1,L189,L189,98.34,602,1153,601,9,1,294,895,1,601,0.0,456215,456737,L189_MERG00310_0101_SUPERCONTIG,L189_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,D,1,1,1,0,0,1,1,0,0,1,L189,L189,98.34,602,601,1153,9,1,1,601,294,895,0.0,456737,456215,L189_MERG00314_0101_SUPERCONTIG,L189_MERG00310_0101_SUPERCONTIG
1,1,Clytina,Signiphoridae,,0,Euperilampus,Perilampidae,Perilampinae,I21713,I21688,3,6,0.302,5.22,-4.918,0.058,0.5,0.5,6,11,4,10,10.198,D,1,1,1,1,1,0,0,1,0,1,L189,L189,100.00,346,346,1325,0,0,1,346,501,846,0.0,456991,457318,L189_MERG00356_0101_SUPERCONTIG,L189_MERG00216_0101_SUPERCONTIG
0,0,Orasema,Eucharitidae,Oraseminae,0,Psilocharis,Eucharitidae,Eucharitinae,I21723,I12648,1,3,2.36,,,,0.5,,7,9,3,6,,G,1,1,0,1,0,0,0,0,0,1,L18,L18,95.27,275,1498,932,13,0,557,831,162,436,1.00E-123,457291,457901,L18_MERG00108_0101_SUPERCONTIG,L18_MERG00102_0101_SUPERCONTIG
2,1,Trisecodes,Eulophidae,,1,Parastethynium,Mymaridae,,I28963,I28971,3,6,0.145,0.2,-0.055,0.725,6,6,0,2,0,10,0.0,D,1,1,1,1,1,0,0,0,1,1,L18,L18,99.65,283,283,591,1,0,1,283,26,308,7.00E-149,458320,457968,L18_MERG00130_0101_SUPERCONTIG,L18_MERG00204_0101_SUPERCONTIG
0,0,Eurytoma,Eurytomidae,Eurytominae,0,Masneroma,Eurytomidae,Eurytominae,I8160,I24015,0,2,,4.32,,,,3,10,0,4,5,,G,1,1,0,0,0,0,0,0,0,1,L18,L18,98.00,549,632,799,11,0,1,549,251,799,0.0,456255,457696,L18_MERG00165_0101_SUPERCONTIG,L18_MERG00166_0101_SUPERCONTIG
0,0,Tetramesa,Eurytomidae,Eurytominae,0,Aiolomorphus,Eurytomidae,Eurytominae,I21916,I21923,2,5,0.672,3.0,-2.328,0.224,1,1,0,4,0,11,0.0,D,1,1,1,0,1,0,0,0,1,1,L18,L18,95.08,874,874,1035,41,1,1,872,101,974,0.0,456675,456209,L18_MERG00169_0101_SUPERCONTIG,L18_MERG00161_0101_SUPERCONTIG
0,0,Lelapsomorpha,Pteromalidae,Coelocybinae,0,Coelocyba,Pteromalidae,Coelocybinae,I23212,I24020,0,3,0.29,0.452,-0.162,0.642,2,3,0,5,4,10,,H,1,1,0,0,0,0,0,0,0,1,L18,L18,95.55,247,1211,851,10,1,947,1192,590,836,6.00E-111,457007,457004,L18_MERG00260_0101_SUPERCONTIG,L18_MERG00258_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,1,4,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,C,1,1,1,0,0,1,1,0,0,1,L18,L18,98.59,779,1051,779,11,0,53,831,1,779,0.0,456215,456737,L18_MERG00310_0101_SUPERCONTIG,L18_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,D,1,1,1,0,0,1,1,0,0,1,L18,L18,98.59,779,779,1051,11,0,1,779,53,831,0.0,456737,456215,L18_MERG00314_0101_SUPERCONTIG,L18_MERG00310_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,1,4,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,C,1,1,1,0,0,1,1,0,0,1,L190,L190,99.15,1054,1572,1054,9,0,336,1389,1,1054,0.0,456215,456737,L190_MERG00310_0101_SUPERCONTIG,L190_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,D,1,1,1,0,0,1,1,0,0,1,L190,L190,99.15,1054,1054,1572,9,0,1,1054,336,1389,0.0,456737,456215,L190_MERG00314_0101_SUPERCONTIG,L190_MERG00310_0101_SUPERCONTIG
2,1,Neotriadomerus,Mymaridae,,1,Adontomerus,Torymidae,Erimerinae,I28997,I29034,3,5,0.320,2.70,-2.38,0.119,6,6,3,0,6,1,9.487,G,1,1,1,1,1,0,0,0,0,1,L191,L191,95.25,400,405,1168,19,0,1,400,403,802,0.0,457845,456197,L191_MERG00202_0101_SUPERCONTIG,L191_MERG00375_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,1,4,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,C,1,1,1,0,0,1,1,0,0,1,L191,L191,99.25,804,1239,804,6,0,89,892,1,804,0.0,456215,456737,L191_MERG00310_0101_SUPERCONTIG,L191_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,D,1,1,1,0,0,1,1,0,0,1,L191,L191,99.25,804,804,1239,6,0,1,804,89,892,0.0,456737,456215,L191_MERG00314_0101_SUPERCONTIG,L191_MERG00310_0101_SUPERCONTIG
1,0,Neapterolelaps,Pteromalidae,Cleonyminae,1,Liepara,Pteromalidae,Coelocybinae,I24023,I24025,3,7,3.59,0.508,3.082,0.142,3,3,5,1,5,3,10.0,C,1,1,1,1,1,0,0,1,1,1,L192,L192,100.00,553,747,553,0,0,15,567,1,553,0.0,456597,457653,L192_MERG00272_0101_SUPERCONTIG,L192_MERG00296_0101_SUPERCONTIG
1,1,Liepara,Pteromalidae,Coelocybinae,0,Neapterolelaps,Pteromalidae,Cleonyminae,I24025,I24023,3,7,0.508,3.59,-3.082,0.142,3,3,5,3,5,1,10.0,D,1,1,1,1,1,0,0,1,1,1,L192,L192,100.00,553,553,747,0,0,1,553,15,567,0.0,457653,456597,L192_MERG00296_0101_SUPERCONTIG,L192_MERG00272_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,1,4,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,C,1,1,1,0,0,1,1,0,0,1,L192,L192,98.85,694,1119,694,8,0,249,942,1,694,0.0,456215,456737,L192_MERG00310_0101_SUPERCONTIG,L192_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,D,1,1,1,0,0,1,1,0,0,1,L192,L192,98.85,694,694,1119,8,0,1,694,249,942,0.0,456737,456215,L192_MERG00314_0101_SUPERCONTIG,L192_MERG00310_0101_SUPERCONTIG
0,0,Colocharis,Eucharitidae,Eucharitinae,0,Kapala,Eucharitidae,Eucharitinae,I12647,I12623,1,3,,,,,,,3,5,1,5,,G,1,1,1,0,0,0,0,0,0,1,L193,L193,95.12,901,1458,925,44,0,60,960,25,925,0.0,457012,456824,L193_MERG00097_0101_SUPERCONTIG,L193_MERG00099_0101_SUPERCONTIG
0,0,Kapala,Eucharitidae,Eucharitinae,0,Colocharis,Eucharitidae,Eucharitinae,I12623,I12647,1,3,,,,,,,1,5,3,5,,G,1,1,1,0,0,0,0,0,0,1,L193,L193,95.12,901,925,1458,44,0,25,925,60,960,0.0,456824,457012,L193_MERG00099_0101_SUPERCONTIG,L193_MERG00097_0101_SUPERCONTIG
0,0,Aiolomorphus,Eurytomidae,Eurytominae,0,Tetramesa,Eurytomidae,Eurytominae,I21923,I21916,1,4,3.0,0.672,2.328,0.224,1,1,0,11,0,4,0.0,G,1,1,0,0,1,0,0,0,1,1,L193,L193,95.79,642,738,959,21,3,80,721,324,959,0.0,456209,456675,L193_MERG00161_0101_SUPERCONTIG,L193_MERG00169_0101_SUPERCONTIG
0,0,Eurytoma,Eurytomidae,Eurytominae,0,Masneroma,Eurytomidae,Eurytominae,I8160,I24015,0,2,,4.32,,,,3,10,0,4,5,,G,1,1,0,0,0,0,0,0,0,1,L193,L193,95.49,687,757,822,27,3,48,731,137,822,0.0,456255,457696,L193_MERG00165_0101_SUPERCONTIG,L193_MERG00166_0101_SUPERCONTIG
0,0,Masneroma,Eurytomidae,Eurytominae,0,Eurytoma,Eurytomidae,Eurytominae,I24015,I8160,0,2,4.32,,,,3,,4,5,10,0,,G,1,1,0,0,0,0,0,0,0,1,L193,L193,95.49,687,822,757,27,3,137,822,48,731,0.0,457696,456255,L193_MERG00166_0101_SUPERCONTIG,L193_MERG00165_0101_SUPERCONTIG
0,0,Tetramesa,Eurytomidae,Eurytominae,0,Aiolomorphus,Eurytomidae,Eurytominae,I21916,I21923,1,4,0.672,3.0,-2.328,0.224,1,1,0,4,0,11,0.0,G,1,1,0,0,1,0,0,0,1,1,L193,L193,95.79,642,959,738,21,3,324,959,80,721,0.0,456675,456209,L193_MERG00169_0101_SUPERCONTIG,L193_MERG00161_0101_SUPERCONTIG
0,0,Perilampus,Perilampidae,Perilampinae,0,Steffanolampus,Perilampidae,Perilampinae,I12630,I16359,1,3,,,,,,,2,0,5,6,,D,1,1,1,0,0,0,0,0,0,1,L193,L193,97.52,363,363,1407,9,0,1,363,606,968,8.00E-180,456225,458006,L193_MERG00220_0101_SUPERCONTIG,L193_MERG00221_0101_SUPERCONTIG
0,0,Aditrochus,Pteromalidae,Ormocerinae,0,Plastobelyta,Pteromalidae,Ormocerinae,I21665,I27434,0,3,4.733,1.07,3.663,0.226,0.5,5,3,0,5,9,,G,1,1,0,0,0,1,1,0,0,1,L193,L193,95.19,624,1075,843,29,1,295,918,115,737,0.0,456193,458039,L193_MERG00309_0101_SUPERCONTIG,L193_MERG00319_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,1,4,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,C,1,1,1,0,0,1,1,0,0,1,L193,L193,99.77,863,978,863,2,0,5,867,1,863,0.0,456215,456737,L193_MERG00310_0101_SUPERCONTIG,L193_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,D,1,1,1,0,0,1,1,0,0,1,L193,L193,99.77,863,863,978,2,0,1,863,5,867,0.0,456737,456215,L193_MERG00314_0101_SUPERCONTIG,L193_MERG00310_0101_SUPERCONTIG
0,0,Plastobelyta,Pteromalidae,Ormocerinae,0,Aditrochus,Pteromalidae,Ormocerinae,I27434,I21665,0,3,1.07,4.733,-3.663,0.226,5,0.5,5,9,3,0,,G,1,1,0,0,0,1,1,0,0,1,L193,L193,95.19,624,843,1075,29,1,115,737,295,918,0.0,458039,456193,L193_MERG00319_0101_SUPERCONTIG,L193_MERG00309_0101_SUPERCONTIG
0,0,Colocharis,Eucharitidae,Eucharitinae,0,Kapala,Eucharitidae,Eucharitinae,I12647,I12623,0,2,,,,,,,3,5,1,5,,H,1,1,0,0,0,0,0,0,0,1,L194,L194,98.70,77,1056,1272,1,0,980,1056,567,643,8.00E-34,457012,456824,L194_MERG00097_0101_SUPERCONTIG,L194_MERG00099_0101_SUPERCONTIG
0,0,Kapala,Eucharitidae,Eucharitinae,0,Colocharis,Eucharitidae,Eucharitinae,I12623,I12647,0,2,,,,,,,1,5,3,5,,G,1,1,0,0,0,0,0,0,0,1,L194,L194,98.70,77,1272,1056,1,0,567,643,980,1056,9.00E-34,456824,457012,L194_MERG00099_0101_SUPERCONTIG,L194_MERG00097_0101_SUPERCONTIG
0,0,Aiolomorphus,Eurytomidae,Eurytominae,0,Tetramesa,Eurytomidae,Eurytominae,I21923,I21916,2,5,3.0,0.672,2.328,0.224,1,1,0,11,0,4,0.0,G,1,1,1,0,1,0,0,0,1,1,L194,L194,96.42,809,980,812,26,1,84,889,4,812,0.0,456209,456675,L194_MERG00161_0101_SUPERCONTIG,L194_MERG00169_0101_SUPERCONTIG
0,0,Tetramesa,Eurytomidae,Eurytominae,0,Aiolomorphus,Eurytomidae,Eurytominae,I21916,I21923,2,5,0.672,3.0,-2.328,0.224,1,1,0,4,0,11,0.0,G,1,1,1,0,1,0,0,0,1,1,L194,L194,96.42,809,812,980,26,1,4,812,84,889,0.0,456675,456209,L194_MERG00169_0101_SUPERCONTIG,L194_MERG00161_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,1,4,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,C,1,1,1,0,0,1,1,0,0,1,L194,L194,97.51,683,1066,675,7,3,249,929,1,675,0.0,456215,456737,L194_MERG00310_0101_SUPERCONTIG,L194_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,D,1,1,1,0,0,1,1,0,0,1,L194,L194,97.51,683,675,1066,7,3,1,675,249,929,0.0,456737,456215,L194_MERG00314_0101_SUPERCONTIG,L194_MERG00310_0101_SUPERCONTIG
2,1,Pteroptrix,Aphelinidae,Coccophaginae,1,Zealaromma,Mymarommatidae,,I27438,I27404,3,5,1.88,0.289,1.591,0.154,5,5,6,1,3,3,9.487,C,1,1,1,1,1,0,0,0,0,1,L195,L195,99.68,313,625,313,1,0,225,537,1,313,4.00E-165,456451,457784,L195_MERG00050_0101_SUPERCONTIG,L195_MERG00417_0101_SUPERCONTIG
0,0,Colocharis,Eucharitidae,Eucharitinae,0,Kapala,Eucharitidae,Eucharitinae,I12647,I12623,0,2,,,,,,,3,5,1,5,,H,1,1,0,0,0,0,0,0,0,1,L195,L195,98.78,82,1164,1416,1,0,1083,1164,757,676,2.00E-36,457012,456824,L195_MERG00097_0101_SUPERCONTIG,L195_MERG00099_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,1,4,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,C,1,1,1,0,0,1,1,0,0,1,L195,L195,99.06,848,1227,848,8,0,151,998,1,848,0.0,456215,456737,L195_MERG00310_0101_SUPERCONTIG,L195_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,D,1,1,1,0,0,1,1,0,0,1,L195,L195,99.06,848,848,1227,8,0,1,848,151,998,0.0,456737,456215,L195_MERG00314_0101_SUPERCONTIG,L195_MERG00310_0101_SUPERCONTIG
0,0,Tanaostigma,Tanaostigmatidae,,0,Tanaostigmodes,Tanaostigmatidae,,I8171,I23223,1,3,,0.436,,,,2,10,11,1,4,,D,1,1,1,0,0,0,0,0,0,1,L195,L195,99.68,949,949,1164,3,0,1,949,94,1042,0.0,457097,457060,L195_MERG00362_0101_SUPERCONTIG,L195_MERG00363_0101_SUPERCONTIG
0,0,Tanaostigmodes,Tanaostigmatidae,,0,Tanaostigma,Tanaostigmatidae,,I23223,I8171,1,3,0.436,,,,2,,1,4,10,11,,C,1,1,1,0,0,0,0,0,0,1,L195,L195,99.68,949,1164,949,3,0,94,1042,1,949,0.0,457060,457097,L195_MERG00363_0101_SUPERCONTIG,L195_MERG00362_0101_SUPERCONTIG
2,1,Zealaromma,Mymarommatidae,,1,Pteroptrix,Aphelinidae,Coccophaginae,I27404,I27438,3,5,0.289,1.88,-1.591,0.154,5,5,3,3,6,1,9.487,D,1,1,1,1,1,0,0,0,0,1,L195,L195,99.68,313,313,625,1,0,1,313,225,537,2.00E-165,457784,456451,L195_MERG00417_0101_SUPERCONTIG,L195_MERG00050_0101_SUPERCONTIG
0,0,Neochalcis,Chalcididae,Haltichellinae,0,Haltichella,Chalcididae,Haltichellinae,I23981,I23218,0,3,3.48,2.02,1.46,0.58,3,2,1,7,0,11,,G,1,1,0,0,0,0,0,0,0,1,L196,L196,96.00,75,572,1182,3,0,2,76,574,648,1.00E-29,457289,456896,L196_MERG00072_0101_SUPERCONTIG,L196_MERG00068_0101_SUPERCONTIG
0,0,Tetramesa,Eurytomidae,Eurytominae,0,Aiolomorphus,Eurytomidae,Eurytominae,I21916,I21923,2,5,0.672,3.0,-2.328,0.224,1,1,0,4,0,11,0.0,D,1,1,1,0,1,0,0,0,1,1,L196,L196,96.50,600,599,975,20,1,1,599,114,713,0.0,456675,456209,L196_MERG00169_0101_SUPERCONTIG,L196_MERG00161_0101_SUPERCONTIG
2,1,Afroneodipara,,,1,Rotoita,Rotoitidae,,I27401,I27368,3,6,0.275,failed,,,5,5,3,0,0,3,4.243,D,1,1,1,1,1,0,0,1,0,1,L196,L196,100.00,336,336,684,0,0,1,336,339,674,5.00E-180,"",458144,L196_MERG00307_0101_SUPERCONTIG,L196_MERG00354_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,1,4,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,C,1,1,1,0,0,1,1,0,0,1,L196,L196,99.22,770,1036,770,6,0,140,909,1,770,0.0,456215,456737,L196_MERG00310_0101_SUPERCONTIG,L196_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,D,1,1,1,0,0,1,1,0,0,1,L196,L196,99.22,770,770,1036,6,0,1,770,140,909,0.0,456737,456215,L196_MERG00314_0101_SUPERCONTIG,L196_MERG00310_0101_SUPERCONTIG
2,1,Rotoita,Rotoitidae,,1,Afroneodipara,,,I27368,I27401,3,6,failed,0.275,,,5,5,0,3,3,0,4.243,C,1,1,1,1,1,0,0,1,0,1,L196,L196,100.00,336,684,336,0,0,339,674,1,336,1.00E-179,458144,"",L196_MERG00354_0101_SUPERCONTIG,L196_MERG00307_0101_SUPERCONTIG
0,0,Tanaostigma,Tanaostigmatidae,,0,Tanaostigmodes,Tanaostigmatidae,,I8171,I23223,1,3,,0.436,,,,2,10,11,1,4,,D,1,1,1,0,0,0,0,0,0,1,L196,L196,99.14,810,810,1218,7,0,1,810,27,836,0.0,457097,457060,L196_MERG00362_0101_SUPERCONTIG,L196_MERG00363_0101_SUPERCONTIG
0,0,Tanaostigmodes,Tanaostigmatidae,,0,Tanaostigma,Tanaostigmatidae,,I23223,I8171,1,3,0.436,,,,2,,1,4,10,11,,C,1,1,1,0,0,0,0,0,0,1,L196,L196,99.14,810,1218,810,7,0,27,836,1,810,0.0,457060,457097,L196_MERG00363_0101_SUPERCONTIG,L196_MERG00362_0101_SUPERCONTIG
0,0,Colocharis,Eucharitidae,Eucharitinae,0,Kapala,Eucharitidae,Eucharitinae,I12647,I12623,1,3,,,,,,,3,5,1,5,,D,1,1,1,0,0,0,0,0,0,1,L197,L197,96.16,807,807,1458,30,1,1,807,11,816,0.0,457012,456824,L197_MERG00097_0101_SUPERCONTIG,L197_MERG00099_0101_SUPERCONTIG
0,0,Kapala,Eucharitidae,Eucharitinae,0,Colocharis,Eucharitidae,Eucharitinae,I12623,I12647,1,3,,,,,,,1,5,3,5,,C,1,1,1,0,0,0,0,0,0,1,L197,L197,96.16,807,1458,807,30,1,11,816,1,807,0.0,456824,457012,L197_MERG00099_0101_SUPERCONTIG,L197_MERG00097_0101_SUPERCONTIG
0,0,Krombeinius,Perilampidae,Perilampinae,0,Steffanolampus,Perilampidae,Perilampinae,I24018,I16359,1,3,0.0368,,,,3,,4,8,5,6,,G,1,1,1,0,0,0,0,0,0,1,L197,L197,95.97,124,127,1130,5,0,1,124,574,697,3.00E-54,457604,458006,L197_MERG00222_0101_SUPERCONTIG,L197_MERG00221_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,1,4,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,C,1,1,1,0,0,1,1,0,0,1,L197,L197,98.81,670,897,670,8,0,114,783,1,670,0.0,456215,456737,L197_MERG00310_0101_SUPERCONTIG,L197_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,D,1,1,1,0,0,1,1,0,0,1,L197,L197,98.81,670,670,897,8,0,1,670,114,783,0.0,456737,456215,L197_MERG00314_0101_SUPERCONTIG,L197_MERG00310_0101_SUPERCONTIG
2,1,Promuscidea,Eriaporidae,Eriaporinae,1,Solenura,Pteromalidae,Cleonyminae,I27405,I27397,3,6,0.296,0.230,0.066,0.777,5,5,3,4,2,8,5.099,D,1,1,1,1,1,0,0,1,0,1,L198,L198,100.00,319,319,633,0,0,1,319,314,632,1.00E-170,456257,457252,L198_MERG00091_0101_SUPERCONTIG,L198_MERG00255_0101_SUPERCONTIG
0,0,Colocharis,Eucharitidae,Eucharitinae,0,Kapala,Eucharitidae,Eucharitinae,I12647,I12623,1,3,,,,,,,3,5,1,5,,D,1,1,1,0,0,0,0,0,0,1,L198,L198,95.12,164,164,774,8,0,1,164,579,742,2.00E-71,457012,456824,L198_MERG00097_0101_SUPERCONTIG,L198_MERG00099_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,1,4,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,C,1,1,1,0,0,1,1,0,0,1,L198,L198,99.23,646,1127,646,5,0,254,899,1,646,0.0,456215,456737,L198_MERG00310_0101_SUPERCONTIG,L198_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,D,1,1,1,0,0,1,1,0,0,1,L198,L198,99.23,646,646,1127,5,0,1,646,254,899,0.0,456737,456215,L198_MERG00314_0101_SUPERCONTIG,L198_MERG00310_0101_SUPERCONTIG
0,0,Eretmocerus,Aphelinidae,Eretmocerinae,0,Neolosbanus,Eucharitidae,Eucharitinae,I8131,I8140,2,4,,,,,,,7,7,8,4,,D,1,1,1,1,0,0,0,0,0,1,L199,L199,99.18,485,485,871,4,0,1,485,233,717,0.0,457267,457294,L199_MERG00051_0101_SUPERCONTIG,L199_MERG00100_0101_SUPERCONTIG
0,0,Colocharis,Eucharitidae,Eucharitinae,0,Kapala,Eucharitidae,Eucharitinae,I12647,I12623,0,2,,,,,,,3,5,1,5,,B,1,1,0,0,0,0,0,0,0,1,L199,L199,97.56,82,1152,1086,1,1,462,542,1,82,3.00E-34,457012,456824,L199_MERG00097_0101_SUPERCONTIG,L199_MERG00099_0101_SUPERCONTIG
0,0,Colocharis,Eucharitidae,Eucharitinae,0,Kapala,Eucharitidae,Eucharitinae,I12647,I12623,0,2,,,,,,,3,5,1,5,,G,1,1,0,0,0,0,0,0,0,1,L199,L199,98.70,77,1152,1086,1,0,1,77,347,423,1.00E-33,457012,456824,L199_MERG00097_0101_SUPERCONTIG,L199_MERG00099_0101_SUPERCONTIG
0,0,Kapala,Eucharitidae,Eucharitinae,0,Colocharis,Eucharitidae,Eucharitinae,I12623,I12647,0,2,,,,,,,1,5,3,5,,G,1,1,0,0,0,0,0,0,0,1,L199,L199,97.56,82,1086,1152,1,1,1,82,462,542,3.00E-34,456824,457012,L199_MERG00099_0101_SUPERCONTIG,L199_MERG00097_0101_SUPERCONTIG
