contamination,query_genus,target_genus,query_seq,I# query,target_seq,I# target,%similarity,length of match (bp),mismatch,gapopen, qstart ,qend ,qlength,tstart ,tend ,tlength,evalue,note
,Clytina,Euperilampus,L189_MERG00356_0101_SUPERCONTIG,I21713,L189_MERG00216_0101_SUPERCONTIG,I21688,100.00,213,0,0,1,213,213,1,213,213,2.00E-112,99.787
,Megastigmus,Bootanomyia,L18_MERG00183_0101,I5300,L18_MERG00181_0101_SUPERCONTIG,I26440,99.59,246,1,0,1,246,252,1,246,252,8.00E-129,99.754
,Nasonia,Trichomalopsis,L18_MERG00337_0101,I5103,L18_MERG00343_0101,I5110,99.19,246,2,0,1,246,252,1,246,252,4.00E-127,99.754
,Trichomalopsis,Nasonia,L18_MERG00343_0101,I5110,L18_MERG00337_0101,I5103,99.19,246,2,0,1,246,252,1,246,252,4.00E-127,99.754
,Trisecodes,Parastethynium,L18_MERG00130_0101_SUPERCONTIG,I28963,L18_MERG00204_0101_SUPERCONTIG,I28971,99.60,252,1,0,1,252,252,1,252,252,4.00E-132,99.748
,Eurytoma,Masneroma,L18_MERG00165_0101_SUPERCONTIG,I8160,L18_MERG00166_0101_SUPERCONTIG,I24015,99.20,249,2,0,1,249,249,4,252,252,8.00E-129,99.751
,Masneroma,Eurytoma,L18_MERG00166_0101_SUPERCONTIG,I24015,L18_MERG00165_0101_SUPERCONTIG,I8160,99.20,249,2,0,4,252,252,1,249,249,8.00E-129,99.751
,Parastethynium,Trisecodes,L18_MERG00204_0101_SUPERCONTIG,I28971,L18_MERG00130_0101_SUPERCONTIG,I28963,99.60,252,1,0,1,252,252,1,252,252,4.00E-132,99.748
,Hetreulophus,Zeala,L18_MERG00267_0101_SUPERCONTIG,I23226,L18_MERG00269_0101_SUPERCONTIG,I27457,100.00,252,0,0,1,252,252,1,252,252,8.00E-134,99.748
,Omphalodipara,Zeala,L18_MERG00268_0101_SUPERCONTIG,I28973,L18_MERG00269_0101_SUPERCONTIG,I27457,99.60,252,1,0,1,252,252,1,252,252,4.00E-132,99.748
,Zeala,Hetreulophus,L18_MERG00269_0101_SUPERCONTIG,I27457,L18_MERG00267_0101_SUPERCONTIG,I23226,100.00,252,0,0,1,252,252,1,252,252,8.00E-134,99.748
,Aeschylia,Brachyscelidiphaga,L18_MERG00310_0101_SUPERCONTIG,I26443,L18_MERG00314_0101_SUPERCONTIG,I27454,99.60,252,1,0,1,252,252,1,252,252,4.00E-132,99.748
,Brachyscelidiphaga,Aeschylia,L18_MERG00314_0101_SUPERCONTIG,I27454,L18_MERG00310_0101_SUPERCONTIG,I26443,99.60,252,1,0,1,252,252,1,252,252,4.00E-132,99.748
,Aeschylia,Brachyscelidiphaga,L190_MERG00310_0101_SUPERCONTIG,I26443,L190_MERG00314_0101_SUPERCONTIG,I27454,100.00,189,0,0,7,195,195,7,195,195,3.00E-99,99.811
,Brachyscelidiphaga,Aeschylia,L190_MERG00314_0101_SUPERCONTIG,I27454,L190_MERG00310_0101_SUPERCONTIG,I26443,100.00,189,0,0,7,195,195,7,195,195,3.00E-99,99.811
,Melittobia,Dasyomphale,L190_MERG00136_0101,I5108,L190_MERG00110_0101_SUPERCONTIG,I24001,99.28,279,2,0,1,279,282,1,279,282,1.00E-145,99.721
,Nasonia,Trichomalopsis,L190_MERG00337_0101,I5103,L190_MERG00343_0101,I5110,100.00,279,0,0,1,279,282,1,279,282,7.00E-149,99.721
,Trichomalopsis,Nasonia,L190_MERG00343_0101,I5110,L190_MERG00337_0101,I5103,100.00,279,0,0,1,279,282,1,279,282,7.00E-149,99.721
,Dasyomphale,Melittobia,L190_MERG00110_0101_SUPERCONTIG,I24001,L190_MERG00136_0101,I5108,99.28,279,2,0,1,279,282,1,279,282,1.00E-145,99.721
,Aeschylia,Brachyscelidiphaga,L190_MERG00310_0101_SUPERCONTIG,I26443,L190_MERG00314_0101_SUPERCONTIG,I27454,99.65,282,1,0,1,282,282,1,282,282,7.00E-149,99.718
,Brachyscelidiphaga,Aeschylia,L190_MERG00314_0101_SUPERCONTIG,I27454,L190_MERG00310_0101_SUPERCONTIG,I26443,99.65,282,1,0,1,282,282,1,282,282,7.00E-149,99.718
,Nasonia,Trichomalopsis,L191_MERG00337_0101,I5103,L191_MERG00343_0101,I5110,99.49,195,1,0,1,195,195,1,195,195,9.00E-101,99.805
,Trichomalopsis,Nasonia,L191_MERG00343_0101,I5110,L191_MERG00337_0101,I5103,99.49,195,1,0,1,195,195,1,195,195,9.00E-101,99.805
,Neapterolelaps,Liepara,L192_MERG00272_0101_SUPERCONTIG,I24023,L192_MERG00296_0101_SUPERCONTIG,I24025,100.00,207,0,0,1,207,207,1,207,207,5.00E-109,99.793
,Liepara,Neapterolelaps,L192_MERG00296_0101_SUPERCONTIG,I24025,L192_MERG00272_0101_SUPERCONTIG,I24023,100.00,207,0,0,1,207,207,1,207,207,5.00E-109,99.793
,Aeschylia,Brachyscelidiphaga,L192_MERG00310_0101_SUPERCONTIG,I26443,L192_MERG00314_0101_SUPERCONTIG,I27454,100.00,207,0,0,1,207,207,1,207,207,5.00E-109,99.793
,Brachyscelidiphaga,Aeschylia,L192_MERG00314_0101_SUPERCONTIG,I27454,L192_MERG00310_0101_SUPERCONTIG,I26443,100.00,207,0,0,1,207,207,1,207,207,5.00E-109,99.793
,Aeschylia,Brachyscelidiphaga,L193_MERG00310_0101_SUPERCONTIG,I26443,L193_MERG00314_0101_SUPERCONTIG,I27454,99.82,552,1,0,1,552,552,1,552,552,0.0,99.448
,Brachyscelidiphaga,Aeschylia,L193_MERG00314_0101_SUPERCONTIG,I27454,L193_MERG00310_0101_SUPERCONTIG,I26443,99.82,552,1,0,1,552,552,1,552,552,0.0,99.448
,Tanaostigmodes,Tanaostigma,L194_MERG00364_0101,I5042,L194_MERG00362_0101,I8171,100.00,192,0,0,1,192,198,1,192,198,1.00E-100,99.808
,Tanaostigma,Tanaostigmodes,L194_MERG00362_0101,I8171,L194_MERG00363_0101,I23223,100.00,198,0,0,1,198,198,1,198,198,5.00E-104,99.802
,Tanaostigmodes,Tanaostigma,L194_MERG00363_0101,I23223,L194_MERG00362_0101,I8171,100.00,198,0,0,1,198,198,1,198,198,5.00E-104,99.802
,Colocharis,Kapala,L194_MERG00097_0101_SUPERCONTIG,I12647,L194_MERG00099_0101_SUPERCONTIG,I12623,99.49,198,1,0,1,198,198,1,198,198,2.00E-102,99.802
,Kapala,Colocharis,L194_MERG00099_0101_SUPERCONTIG,I12623,L194_MERG00097_0101_SUPERCONTIG,I12647,99.49,198,1,0,1,198,198,1,198,198,2.00E-102,99.802
,Pteroptrix,Zealoromma,L195_MERG00050_0101_SUPERCONTIG,I27438,L195_MERG00417_0101_SUPERCONTIG,I27404,100.00,278,0,0,1,278,294,1,278,278,4.00E-148,99.722
,Aeschylia,Brachyscelidiphaga,L195_MERG00310_0101_SUPERCONTIG,I26443,L195_MERG00314_0101_SUPERCONTIG,I27454,99.66,294,1,0,1,294,294,1,294,294,2.00E-155,99.706
,Brachyscelidiphaga,Aeschylia,L195_MERG00314_0101_SUPERCONTIG,I27454,L195_MERG00310_0101_SUPERCONTIG,I26443,99.66,294,1,0,1,294,294,1,294,294,2.00E-155,99.706
,Tanaostigma,Tanaostigmodes,L195_MERG00362_0101_SUPERCONTIG,I8171,L195_MERG00363_0101_SUPERCONTIG,I23223,100.00,294,0,0,1,294,294,1,294,294,5.00E-157,99.706
,Tanaostigmodes,Tanaostigma,L195_MERG00363_0101_SUPERCONTIG,I23223,L195_MERG00362_0101_SUPERCONTIG,I8171,100.00,294,0,0,1,294,294,1,294,294,5.00E-157,99.706
,Zealoromma,Pteroptrix,L195_MERG00417_0101_SUPERCONTIG,I27404,L195_MERG00050_0101_SUPERCONTIG,I27438,100.00,278,0,0,1,278,278,1,278,294,4.00E-148,99.722
,Afroneodipara,Rotoita,L196_MERG00307_0101_SUPERCONTIG,I27401,L196_MERG00354_0101_SUPERCONTIG,I27368,100.00,121,0,0,1,121,121,72,192,192,2.00E-61,99.879
,Rotoita,Afroneodipara,L196_MERG00354_0101_SUPERCONTIG,I27368,L196_MERG00307_0101_SUPERCONTIG,I27401,100.00,121,0,0,72,192,192,1,121,121,3.00E-61,99.879
,Nasonia,Trichomalopsis,L197_MERG00337_0101,I5103,L197_MERG00343_0101,I5110,99.36,156,1,0,1,156,159,1,156,159,3.00E-79,99.844
,Trichomalopsis,Nasonia,L197_MERG00343_0101,I5110,L197_MERG00337_0101,I5103,99.36,156,1,0,1,156,159,1,156,159,3.00E-79,99.844
,Aeschylia,Brachyscelidiphaga,L197_MERG00310_0101_SUPERCONTIG,I26443,L197_MERG00314_0101_SUPERCONTIG,I27454,100.00,159,0,0,1,159,159,1,159,159,1.00E-82,99.841
,Brachyscelidiphaga,Aeschylia,L197_MERG00314_0101_SUPERCONTIG,I27454,L197_MERG00310_0101_SUPERCONTIG,I26443,100.00,159,0,0,1,159,159,1,159,159,1.00E-82,99.841
,Promuscidea,Solenura,L198_MERG00091_0101_SUPERCONTIG,I27405,L198_MERG00255_0101_SUPERCONTIG,I27397,100.00,119,0,0,1,119,119,5,123,123,1.00E-60,99.881
,Solenura,Promuscidea,L198_MERG00255_0101_SUPERCONTIG,I27397,L198_MERG00091_0101_SUPERCONTIG,I27405,100.00,119,0,0,5,123,123,1,119,119,1.00E-60,99.881
,Omphalodipara,Zeala,L198_MERG00268_0101_SUPERCONTIG,I28973,L198_MERG00269_0101_SUPERCONTIG,I27457,99.19,123,1,0,1,123,123,1,123,123,3.00E-61,99.877
,Zeala,Omphalodipara,L198_MERG00269_0101_SUPERCONTIG,I27457,L198_MERG00268_0101_SUPERCONTIG,I28973,99.19,123,1,0,1,123,123,1,123,123,3.00E-61,99.877
,Aeschylia,Brachyscelidiphaga,L198_MERG00310_0101_SUPERCONTIG,I26443,L198_MERG00314_0101_SUPERCONTIG,I27454,100.00,123,0,0,1,123,123,1,123,123,7.00E-63,99.877
,Brachyscelidiphaga,Aeschylia,L198_MERG00314_0101_SUPERCONTIG,I27454,L198_MERG00310_0101_SUPERCONTIG,I26443,100.00,123,0,0,1,123,123,1,123,123,7.00E-63,99.877
,Nasonia,Trichomalopsis,L199_MERG00337_0101,I5103,L199_MERG00343_0101,I5110,99.28,278,2,0,4,281,285,4,281,285,8.00E-145,99.722
,Trichomalopsis,Nasonia,L199_MERG00343_0101,I5110,L199_MERG00337_0101,I5103,99.28,278,2,0,4,281,285,4,281,285,8.00E-145,99.722
,Eretmocerus,Neolosbanus,L199_MERG00051_0101_SUPERCONTIG,I8131,L199_MERG00100_0101_SUPERCONTIG,I8140,100.00,285,0,0,1,285,285,1,285,285,5.00E-152,99.715
,Neolosbanus,Eretmocerus,L199_MERG00100_0101_SUPERCONTIG,I8140,L199_MERG00051_0101_SUPERCONTIG,I8131,100.00,285,0,0,1,285,285,1,285,285,5.00E-152,99.715
,Aeschylia,Brachyscelidiphaga,L199_MERG00310_0101_SUPERCONTIG,I26443,L199_MERG00314_0101_SUPERCONTIG,I27454,100.00,285,0,0,1,285,285,1,285,285,5.00E-152,99.715
,Brachyscelidiphaga,Aeschylia,L199_MERG00314_0101_SUPERCONTIG,I27454,L199_MERG00310_0101_SUPERCONTIG,I26443,100.00,285,0,0,1,285,285,1,285,285,5.00E-152,99.715
,Tanaostigmodes,Tanaostigma,L19_MERG00364_0101,I5042,L19_MERG00362_0101_SUPERCONTIG,I8171,100.00,165,0,0,1,165,198,1,165,198,1.00E-85,99.835
,Aeschylia,Brachyscelidiphaga,L19_MERG00310_0101_SUPERCONTIG,I26443,L19_MERG00314_0101_SUPERCONTIG,I27454,99.49,198,1,0,1,198,198,1,198,198,2.00E-102,99.802
,Brachyscelidiphaga,Aeschylia,L19_MERG00314_0101_SUPERCONTIG,I27454,L19_MERG00310_0101_SUPERCONTIG,I26443,99.49,198,1,0,1,198,198,1,198,198,2.00E-102,99.802
,Tanaostigma,Tanaostigmodes,L19_MERG00362_0101_SUPERCONTIG,I8171,L19_MERG00363_0101_SUPERCONTIG,I23223,100.00,198,0,0,1,198,198,1,198,198,5.00E-104,99.802
,Tanaostigmodes,Tanaostigma,L19_MERG00363_0101_SUPERCONTIG,I23223,L19_MERG00362_0101_SUPERCONTIG,I8171,100.00,198,0,0,1,198,198,1,198,198,5.00E-104,99.802
,Aeschylia,Brachyscelidiphaga,L1_MERG00310_0101_SUPERCONTIG,I26443,L1_MERG00314_0101_SUPERCONTIG,I27454,99.77,435,1,0,1,435,435,1,435,435,0.0,99.565
,Brachyscelidiphaga,Aeschylia,L1_MERG00314_0101_SUPERCONTIG,I27454,L1_MERG00310_0101_SUPERCONTIG,I26443,99.77,435,1,0,1,435,435,1,435,435,0.0,99.565
,Colocharis,Kapala,L200_MERG00097_0101_SUPERCONTIG,I12647,L200_MERG00099_0101_SUPERCONTIG,I12623,99.07,216,2,0,1,216,216,1,216,216,1.00E-110,99.784
,Kapala,Colocharis,L200_MERG00099_0101_SUPERCONTIG,I12623,L200_MERG00097_0101_SUPERCONTIG,I12647,99.07,216,2,0,1,216,216,1,216,216,1.00E-110,99.784
,Australosema,Leiosema,L200_MERG00106_0101_SUPERCONTIG,I12626,L200_MERG00107_0101_SUPERCONTIG,I16357,99.07,216,2,0,1,216,216,1,216,216,1.00E-110,99.784
,Leiosema,Timioderus,L200_MERG00107_0101_SUPERCONTIG,I16357,L200_MERG00109_0101_SUPERCONTIG,I9733,99.07,216,2,0,1,216,216,1,216,216,1.00E-110,99.784
,Timioderus,Leiosema,L200_MERG00109_0101_SUPERCONTIG,I9733,L200_MERG00107_0101_SUPERCONTIG,I16357,99.07,216,2,0,1,216,216,1,216,216,1.00E-110,99.784
,Aiolomorphus,Tetramesa,L200_MERG00161_0101_SUPERCONTIG,I21923,L200_MERG00169_0101_SUPERCONTIG,I21916,99.07,216,2,0,1,216,216,1,216,216,1.00E-110,99.784
,Eurytoma,Masneroma,L200_MERG00165_0101_SUPERCONTIG,I8160,L200_MERG00166_0101_SUPERCONTIG,I24015,99.54,216,1,0,1,216,216,1,216,216,3.00E-112,99.784
,Masneroma,Eurytoma,L200_MERG00166_0101_SUPERCONTIG,I24015,L200_MERG00165_0101_SUPERCONTIG,I8160,99.54,216,1,0,1,216,216,1,216,216,3.00E-112,99.784
,Tetramesa,Aiolomorphus,L200_MERG00169_0101_SUPERCONTIG,I21916,L200_MERG00161_0101_SUPERCONTIG,I21923,99.07,216,2,0,1,216,216,1,216,216,1.00E-110,99.784
,Megastigmus,Neomegastigmus,L200_MERG00185_0101_SUPERCONTIG,I23231,L200_MERG00186_0101_SUPERCONTIG,I26464,99.54,216,1,0,1,216,216,1,216,216,3.00E-112,99.784
,Neomegastigmus,Megastigmus,L200_MERG00186_0101_SUPERCONTIG,I26464,L200_MERG00185_0101_SUPERCONTIG,I23231,99.54,216,1,0,1,216,216,1,216,216,3.00E-112,99.784
,Burksilampus,Steffanolampus,L200_MERG00214_0101_SUPERCONTIG,I16362,L200_MERG00221_0101_SUPERCONTIG,I16359,99.07,216,2,0,1,216,216,1,216,216,1.00E-110,99.784
,Perilampus,Steffanolampus,L200_MERG00220_0101_SUPERCONTIG,I12630,L200_MERG00221_0101_SUPERCONTIG,I16359,99.07,216,2,0,1,216,216,1,216,216,1.00E-110,99.784
,Steffanolampus,Perilampus,L200_MERG00221_0101_SUPERCONTIG,I16359,L200_MERG00220_0101_SUPERCONTIG,I12630,99.07,216,2,0,1,216,216,1,216,216,1.00E-110,99.784
,Aeschylia,Brachyscelidiphaga,L200_MERG00310_0101_SUPERCONTIG,I26443,L200_MERG00314_0101_SUPERCONTIG,I27454,100.00,216,0,0,1,216,216,1,216,216,6.00E-114,99.784
,Brachyscelidiphaga,Aeschylia,L200_MERG00314_0101_SUPERCONTIG,I27454,L200_MERG00310_0101_SUPERCONTIG,I26443,100.00,216,0,0,1,216,216,1,216,216,6.00E-114,99.784
,Nasonia,Trichomalopsis,L201_MERG00337_0101,I5103,L201_MERG00343_0101,I5110,99.57,230,1,0,4,233,233,4,233,233,3.00E-120,99.77
,Trichomalopsis,Nasonia,L201_MERG00343_0101,I5110,L201_MERG00337_0101,I5103,99.57,230,1,0,4,233,233,4,233,233,3.00E-120,99.77
,Megastigmus,Neomegastigmus,L201_MERG00183_0101,I5300,L201_MERG00186_0101_SUPERCONTIG,I26464,99.29,141,1,0,2,142,151,5,145,154,4.00E-71,99.859
,Nasonia,Trichomalopsis,L201_MERG00337_0101,I5103,L201_MERG00343_0101,I5110,100.00,145,0,0,1,145,151,1,145,151,5.00E-75,99.855
,Trichomalopsis,Nasonia,L201_MERG00343_0101,I5110,L201_MERG00337_0101,I5103,100.00,145,0,0,1,145,151,1,145,151,5.00E-75,99.855
,Aeschylia,Brachyscelidiphaga,L202_MERG00310_0101_SUPERCONTIG,I26443,L202_MERG00314_0101_SUPERCONTIG,I27454,99.35,153,1,0,1,153,153,1,153,153,1.00E-77,99.847
,Brachyscelidiphaga,Aeschylia,L202_MERG00314_0101_SUPERCONTIG,I27454,L202_MERG00310_0101_SUPERCONTIG,I26443,99.35,153,1,0,1,153,153,1,153,153,1.00E-77,99.847
,Nasonia,Trichomalopsis,L203_MERG00337_0101,I5103,L203_MERG00343_0101,I5110,99.46,186,1,0,1,186,186,1,186,186,9.00E-96,99.814
,Trichomalopsis,Nasonia,L203_MERG00343_0101,I5110,L203_MERG00337_0101,I5103,99.46,186,1,0,1,186,186,1,186,186,9.00E-96,99.814
,Dasyomphale,Melittobia,L203_MERG00110_0101_SUPERCONTIG,I24001,L203_MERG00136_0101,I5108,100.00,94,0,0,1,94,95,92,185,186,1.00E-46,99.906
,Aeschylia,Brachyscelidiphaga,L203_MERG00310_0101_SUPERCONTIG,I26443,L203_MERG00314_0101_SUPERCONTIG,I27454,100.00,186,0,0,1,186,186,1,186,186,2.00E-97,99.814
,Brachyscelidiphaga,Aeschylia,L203_MERG00314_0101_SUPERCONTIG,I27454,L203_MERG00310_0101_SUPERCONTIG,I26443,100.00,186,0,0,1,186,186,1,186,186,2.00E-97,99.814
,Psilochalcis,Lasiochalcidia,L204_MERG00070_0101_SUPERCONTIG,I23982,L204_MERG00071_0101_SUPERCONTIG,I23980,99.29,141,1,0,1,141,141,1,141,141,4.00E-71,99.859
,Lasiochalcidia,Psilochalcis,L204_MERG00071_0101_SUPERCONTIG,I23980,L204_MERG00070_0101_SUPERCONTIG,I23982,99.29,141,1,0,1,141,141,1,141,141,4.00E-71,99.859
,Neochrysocharis,Rotoita,L204_MERG00113_0101_SUPERCONTIG,I27408,L204_MERG00354_0101_SUPERCONTIG,I27368,100.00,141,0,0,1,141,141,1,141,141,9.00E-73,99.859
,Aeschylia,Brachyscelidiphaga,L204_MERG00310_0101_SUPERCONTIG,I26443,L204_MERG00314_0101_SUPERCONTIG,I27454,100.00,141,0,0,1,141,141,1,141,141,9.00E-73,99.859
,Brachyscelidiphaga,Aeschylia,L204_MERG00314_0101_SUPERCONTIG,I27454,L204_MERG00310_0101_SUPERCONTIG,I26443,100.00,141,0,0,1,141,141,1,141,141,9.00E-73,99.859
,Rotoita,Neochrysocharis,L204_MERG00354_0101_SUPERCONTIG,I27368,L204_MERG00113_0101_SUPERCONTIG,I27408,100.00,141,0,0,1,141,141,1,141,141,9.00E-73,99.859
,Otitesella,Dibrachys,L205_MERG00324_0101,I5036,L205_MERG00332_0101_SUPERCONTIG,I21922,99.07,107,1,0,14,120,123,14,120,123,3.00E-52,99.893
,Nasonia,Trichomalopsis,L205_MERG00337_0101,I5103,L205_MERG00343_0101,I5110,99.17,120,1,0,1,120,123,1,120,123,2.00E-59,99.88
,Trichomalopsis,Nasonia,L205_MERG00343_0101,I5110,L205_MERG00337_0101,I5103,99.17,120,1,0,1,120,123,1,120,123,2.00E-59,99.88
,Epistenia,Parepistenia,L205_MERG00246_0101_SUPERCONTIG,I23214,L205_MERG00253_0101_SUPERCONTIG,I27418,99.15,117,1,0,1,117,123,1,117,123,8.00E-58,99.883
,Aeschylia,Brachyscelidiphaga,L205_MERG00310_0101_SUPERCONTIG,I26443,L205_MERG00314_0101_SUPERCONTIG,I27454,100.00,123,0,0,1,123,123,1,123,123,8.00E-63,99.877
,Brachyscelidiphaga,Aeschylia,L205_MERG00314_0101_SUPERCONTIG,I27454,L205_MERG00310_0101_SUPERCONTIG,I26443,100.00,123,0,0,1,123,123,1,123,123,8.00E-63,99.877
,Tetracampe,Foersterella,L205_MERG00367_0101_SUPERCONTIG,I21721,L205_MERG00370_0101_SUPERCONTIG,I24048,99.17,120,1,0,4,123,123,4,123,123,2.00E-59,99.88
,Foersterella,Tetracampe,L205_MERG00370_0101_SUPERCONTIG,I24048,L205_MERG00367_0101_SUPERCONTIG,I21721,99.17,120,1,0,4,123,123,4,123,123,2.00E-59,99.88
,Coccophagus,Anidarnes,L206_MERG00033_0101,I23969,L206_MERG00008_0101_SUPERCONTIG,I23967,100.00,159,0,0,1,159,159,1,159,159,1.00E-82,99.841
,Anidarnes,Coccophagus,L206_MERG00008_0101_SUPERCONTIG,I23967,L206_MERG00033_0101,I23969,100.00,159,0,0,1,159,159,1,159,159,1.00E-82,99.841
,Hemiptarsenus,Zealoromma,L206_MERG00125_0101_SUPERCONTIG,I27428,L206_MERG00417_0101_SUPERCONTIG,I27404,100.00,122,0,0,1,122,159,1,122,122,5.00E-62,99.878
,Hetreulophus,Zeala,L206_MERG00267_0101_SUPERCONTIG,I23226,L206_MERG00269_0101_SUPERCONTIG,I27457,99.37,159,1,0,1,159,159,1,159,159,6.00E-81,99.841
,Zeala,Hetreulophus,L206_MERG00269_0101_SUPERCONTIG,I27457,L206_MERG00267_0101_SUPERCONTIG,I23226,99.37,159,1,0,1,159,159,1,159,159,6.00E-81,99.841
,Aeschylia,Brachyscelidiphaga,L206_MERG00310_0101_SUPERCONTIG,I26443,L206_MERG00314_0101_SUPERCONTIG,I27454,100.00,159,0,0,1,159,159,1,159,159,1.00E-82,99.841
,Brachyscelidiphaga,Aeschylia,L206_MERG00314_0101_SUPERCONTIG,I27454,L206_MERG00310_0101_SUPERCONTIG,I26443,100.00,159,0,0,1,159,159,1,159,159,1.00E-82,99.841
,Zealoromma,Hemiptarsenus,L206_MERG00417_0101_SUPERCONTIG,I27404,L206_MERG00125_0101_SUPERCONTIG,I27428,100.00,122,0,0,1,122,122,1,122,159,4.00E-62,99.878
,Nasonia,Trichomalopsis,L207_MERG00337_0101,I5103,L207_MERG00343_0101,I5110,99.43,174,1,0,1,174,180,1,174,180,3.00E-89,99.826
,Trichomalopsis,Nasonia,L207_MERG00343_0101,I5110,L207_MERG00337_0101,I5103,99.43,174,1,0,1,174,180,1,174,180,3.00E-89,99.826
,Aeschylia,Brachyscelidiphaga,L207_MERG00310_0101_SUPERCONTIG,I26443,L207_MERG00314_0101_SUPERCONTIG,I27454,100.00,180,0,0,1,180,180,1,180,180,3.00E-94,99.82
,Brachyscelidiphaga,Aeschylia,L207_MERG00314_0101_SUPERCONTIG,I27454,L207_MERG00310_0101_SUPERCONTIG,I26443,100.00,180,0,0,1,180,180,1,180,180,3.00E-94,99.82
,Aeschylia,Brachyscelidiphaga,L208_MERG00310_0101_SUPERCONTIG,I26443,L208_MERG00314_0101_SUPERCONTIG,I27454,100.00,201,0,0,1,201,201,1,201,201,1.00E-105,99.799
,Brachyscelidiphaga,Aeschylia,L208_MERG00314_0101_SUPERCONTIG,I27454,L208_MERG00310_0101_SUPERCONTIG,I26443,100.00,201,0,0,1,201,201,1,201,201,1.00E-105,99.799
,Melittobia,Dasyomphale,L209_MERG00136_0101,I5108,L209_MERG00110_0101_SUPERCONTIG,I24001,100.00,180,0,0,7,186,192,7,186,192,4.00E-94,99.82
,Nasonia,Trichomalopsis,L209_MERG00337_0101,I5103,L209_MERG00343_0101,I5110,99.44,180,1,0,7,186,192,7,186,192,2.00E-92,99.82
,Trichomalopsis,Nasonia,L209_MERG00343_0101,I5110,L209_MERG00337_0101,I5103,99.44,180,1,0,7,186,192,7,186,192,2.00E-92,99.82
,Dasyomphale,Melittobia,L209_MERG00110_0101_SUPERCONTIG,I24001,L209_MERG00136_0101,I5108,100.00,180,0,0,7,186,192,7,186,192,4.00E-94,99.82
,Paraeusandalum,Tineobius,L209_MERG00143_0101_SUPERCONTIG,I24007,L209_MERG00150_0101_SUPERCONTIG,I24008,100.00,192,0,0,1,192,192,1,192,192,8.00E-101,99.808
,Tineobius,Paraeusandalum,L209_MERG00150_0101_SUPERCONTIG,I24008,L209_MERG00143_0101_SUPERCONTIG,I24007,100.00,192,0,0,1,192,192,1,192,192,8.00E-101,99.808
,Palmon,Exopristoides,L209_MERG00381_0101_SUPERCONTIG,I26389,L209_MERG00371_0101_SUPERCONTIG,I26437,100.00,138,0,0,1,138,138,55,192,192,6.00E-71,99.862
,Tanaostigmodes,Tanaostigma,L20_MERG00364_0101,I5042,L20_MERG00362_0101_SUPERCONTIG,I8171,100.00,294,0,0,64,357,357,64,357,357,7.00E-157,99.706
,Bohpa,Euryischia,L20_MERG00232_0101,I27382,L20_MERG00092_0101_SUPERCONTIG,I23222,100.00,64,0,0,294,357,357,294,357,357,5.00E-29,99.936
,Bohpa,Haltichella,L20_MERG00232_0101,I27382,L20_MERG00068_0101_SUPERCONTIG,I23218,100.00,64,0,0,294,357,357,294,357,357,5.00E-29,99.936
,Adontomerus,Arescon,L20_MERG00375_0101,I29034,L20_MERG00191_0101_SUPERCONTIG,I29018,99.72,357,1,0,1,357,357,1,357,357,0.0,99.643
,Arescon,Adontomerus,L20_MERG00191_0101_SUPERCONTIG,I29018,L20_MERG00375_0101,I29034,99.72,357,1,0,1,357,357,1,357,357,0.0,99.643
,Aeschylia,Brachyscelidiphaga,L20_MERG00310_0101_SUPERCONTIG,I26443,L20_MERG00314_0101_SUPERCONTIG,I27454,99.16,357,3,0,1,357,357,1,357,357,0.0,99.643
,Brachyscelidiphaga,Aeschylia,L20_MERG00314_0101_SUPERCONTIG,I27454,L20_MERG00310_0101_SUPERCONTIG,I26443,99.16,357,3,0,1,357,357,1,357,357,0.0,99.643
,Tanaostigma,Tanaostigmodes,L20_MERG00362_0101_SUPERCONTIG,I8171,L20_MERG00363_0101_SUPERCONTIG,I23223,100.00,357,0,0,1,357,357,1,357,357,0.0,99.643
,Tanaostigmodes,Tanaostigma,L20_MERG00363_0101_SUPERCONTIG,I23223,L20_MERG00362_0101_SUPERCONTIG,I8171,100.00,357,0,0,1,357,357,1,357,357,0.0,99.643
,Nasonia,Trichomalopsis,L210_MERG00337_0101,I5103,L210_MERG00343_0101,I5110,99.54,219,1,0,1,219,222,1,219,222,5.00E-114,99.781
,Trichomalopsis,Nasonia,L210_MERG00343_0101,I5110,L210_MERG00337_0101,I5103,99.54,219,1,0,1,219,222,1,219,222,5.00E-114,99.781
,Aeschylia,Eutrichosoma,L210_MERG00310_0101,I26443,L210_MERG00291_0101_SUPERCONTIG,I26419,100.00,207,0,0,1,207,222,1,207,222,5.00E-109,99.793
,Eutrichosoma,Aeschylia,L210_MERG00291_0101_SUPERCONTIG,I26419,L210_MERG00310_0101,I26443,100.00,207,0,0,1,207,222,1,207,222,5.00E-109,99.793
,Nasonia,Trichomalopsis,L211_MERG00337_0101,I5103,L211_MERG00343_0101,I5110,99.62,261,1,0,4,264,267,4,264,267,4.00E-137,99.739
,Trichomalopsis,Nasonia,L211_MERG00343_0101,I5110,L211_MERG00337_0101,I5103,99.62,261,1,0,4,264,267,4,264,267,4.00E-137,99.739
,Polistomorpha,Sirovena,L211_MERG00178_0101,I29055,L211_MERG00329_0101_SUPERCONTIG,I29047,99.25,265,2,0,1,265,267,1,265,267,1.00E-137,99.735
